"","outcome","time","age_group","incidence","rates"
"295","all_cases",12,20,1026.63031322341,15.11384089013
"296","all_cases",12,21,1151.862916122,16.9574895824458
"297","all_cases",12,22,747.890222005158,11.0102864420389
"298","all_cases",12,23,468.336280758573,6.89475066076676
"299","all_cases",12,24,321.221328059247,4.72895450316514
"300","all_cases",12,25,361.917000125963,4.64012513423183
"301","all_cases",13,1,17.0241575107998,30.0753599696137
"302","all_cases",13,2,20.4693625237547,36.1617569538993
"303","all_cases",13,3,21.7734418620841,38.4655805354371
"304","all_cases",13,4,22.3622036412984,39.5057038093779
"305","all_cases",13,5,22.38058014493,39.5381682623973
"306","all_cases",13,6,21.8882358933596,38.6683789300584
"307","all_cases",13,7,21.0191940196971,37.1331048841924
"308","all_cases",13,8,19.9600451918047,35.2619824959009
"309","all_cases",13,9,18.8893065746102,33.3703852567975
"310","all_cases",13,10,17.9326946273,31.6804074327357
"311","all_cases",13,11,17.1482887976377,30.2946538249937
"312","all_cases",13,12,16.5375634631903,29.2157291108387
"313","all_cases",13,13,366.099969285286,53.8964865384329
"314","all_cases",13,14,260.420536720174,38.3385772445473
"315","all_cases",13,15,210.218401689178,30.947921899285
"316","all_cases",13,16,178.932827335197,26.3421238154766
"317","all_cases",13,17,1456.00469390086,42.8700048994387
"318","all_cases",13,18,1234.10946241684,36.3366127333763
"319","all_cases",13,19,1106.87020709781,16.2951161490406
"320","all_cases",13,20,1086.61132019876,15.9968689715908
"321","all_cases",13,21,1221.74205659078,17.986235954904
"322","all_cases",13,22,785.284847195534,11.5608024437522
"323","all_cases",13,23,488.685481303597,7.19432741718765
"324","all_cases",13,24,334.511354745545,4.92460755000691
"325","all_cases",13,25,376.906988111077,4.83231124316661
"326","all_cases",14,1,18.6415604790619,32.93270997096
"327","all_cases",14,2,22.3445668078415,39.4745460786884
"328","all_cases",14,3,23.7620674669493,41.9787429855124
"329","all_cases",14,4,24.4474121091992,43.1894922872523
"330","all_cases",14,5,24.546892386102,43.3652369686458
"331","all_cases",14,6,24.1022644725387,42.5797446736838
"332","all_cases",14,7,23.2323895669322,41.0429989699359
"333","all_cases",14,8,22.1218383430322,39.0810676495578
"334","all_cases",14,9,20.9612221595658,37.0306901502797
"335","all_cases",14,10,19.8959306677203,35.1487159574601
"336","all_cases",14,11,19.0032294107157,33.5716445732987
"337","all_cases",14,12,18.2977153535371,32.3252634105416
"338","all_cases",14,13,407.982920324293,60.0624086806023
"339","all_cases",14,14,290.503688532991,42.7673571482398
"340","all_cases",14,15,233.953936791463,34.4422186910062
"341","all_cases",14,16,198.533807587788,29.2277399229738
"342","all_cases",14,17,1623.52095581743,47.8022849938516
"343","all_cases",14,18,1369.41556656838,40.3205101563714
"344","all_cases",14,19,1207.49926636961,17.7765565187314
"345","all_cases",14,20,1187.81811317459,17.4868146183683
"346","all_cases",14,21,1338.18170265483,19.700436540302
"347","all_cases",14,22,851.972353818678,12.5425622373989
"348","all_cases",14,23,527.030380015311,7.75883315076312
"349","all_cases",14,24,360.062712907921,5.30076940381031
"350","all_cases",14,25,405.709585738581,5.20158833469874
"351","all_cases",15,1,21.0964135367901,37.2695230753292
"352","all_cases",15,2,25.2067996528787,44.531047880715
"353","all_cases",15,3,26.7938603813924,47.3347944199142
"354","all_cases",15,4,27.6063907149051,48.7702335746048
"355","all_cases",15,5,27.7993875013485,49.1111871766603
"356","all_cases",15,6,27.3980073529073,48.4020976113546
"357","all_cases",15,7,26.5075684344443,46.8290229386879
"358","all_cases",15,8,25.3134506644179,44.7194605854923
"359","all_cases",15,9,24.0225476778204,42.4389147209971
"360","all_cases",15,10,22.8048677999248,40.2877268791182
"361","all_cases",15,11,21.7614435482685,38.4443839736216
"362","all_cases",15,12,20.9232668011237,36.963637136514
"363","all_cases",15,13,469.427119595974,69.1080976637946
"364","all_cases",15,14,334.612212529191,49.2609235760994
"365","all_cases",15,15,268.902243190032,39.587236673468
"366","all_cases",15,16,227.540617379387,33.4980629620821
"367","all_cases",15,17,1868.82379740399,55.024881229093
"368","all_cases",15,18,1568.90994475608,46.1943407876478
"369","all_cases",15,19,1361.69264880214,20.0465598669465
"370","all_cases",15,20,1342.04052065697,19.7572452674136
"371","all_cases",15,21,1514.72432158854,22.2994607640397
"372","all_cases",15,22,955.756268550979,14.0704477420591
"373","all_cases",15,23,587.874942913293,8.65457432538542
"374","all_cases",15,24,400.879420187418,5.90166459610636
"375","all_cases",15,25,451.710481574637,5.79136420289994
"376","all_cases",16,1,24.6905115083821,43.6189585873723
"377","all_cases",16,2,29.4060690188292,51.9495963586772
"378","all_cases",16,3,31.2383201441038,55.1865032136805
"379","all_cases",16,4,32.2229555634307,56.9259880989855
"380","all_cases",16,5,32.5322644730448,57.4724219999025
"381","all_cases",16,6,32.1747435081721,56.8408153134389
"382","all_cases",16,7,31.2426701591997,55.1941880738445
"383","all_cases",16,8,29.9250644108379,52.8664683523326
"384","all_cases",16,9,28.4505181876969,50.2614931325799
"385","all_cases",16,10,27.0206837143118,47.7355069593001
"386","all_cases",16,11,25.7672273709626,45.521115397867
"387","all_cases",16,12,24.7426827425843,43.7111257708405
"388","all_cases",16,13,558.056561159968,82.1559422552271
"389","all_cases",16,14,398.236395418994,58.627545275996
"390","all_cases",16,15,319.414610139849,47.0235637254751
"391","all_cases",16,16,269.558896761912,39.6839078654004
"392","all_cases",16,17,2222.22696952188,65.4303392496854
"393","all_cases",16,18,1857.1381814817,54.6808147477553
"394","all_cases",16,19,1588.38014531293,23.3838066927183
"395","all_cases",16,20,1568.21161622008,23.0868897443571
"396","all_cases",16,21,1773.04556273541,26.1024130896692
"397","all_cases",16,22,1109.3487586057,16.3316048759423
"398","all_cases",16,23,678.654220461221,9.99100822891244
"399","all_cases",16,24,461.942887937782,6.80062844306393
"400","all_cases",16,25,520.522900758386,6.67360580992774
"401","all_cases",17,1,29.8996779284621,52.8216198718525
"402","all_cases",17,2,35.4943282729252,62.7052880009278
"403","all_cases",17,3,37.6774449570926,66.5620439132454
"404","all_cases",17,4,38.9002608821728,68.7223052418917
"405","all_cases",17,5,39.3634677242404,69.5406195994001
"406","all_cases",17,6,39.057325587447,68.9997802092518
"407","all_cases",17,7,38.0601910850318,67.2382140889175
"408","all_cases",17,8,36.5675169826787,64.6012136431034
"409","all_cases",17,9,34.8366292860228,61.5433782987771
"410","all_cases",17,10,33.1107261659716,58.4943488489915
"411","all_cases",17,11,31.5622596901407,55.7587840122616
"412","all_cases",17,12,30.273262457024,53.4816049059694
"413","all_cases",17,13,685.799994888263,100.962068542949
"414","all_cases",17,14,489.973423523395,72.132882383664
"415","all_cases",17,15,392.313582116336,57.7556008503804
"416","all_cases",17,16,330.248473591088,48.6185028804793
"417","all_cases",17,17,2731.09651675013,80.4132854408847
"418","all_cases",17,18,2272.51297549664,66.9109397803992
"419","all_cases",17,19,1917.4974666368,28.2290043891089
"420","all_cases",17,20,1896.22281069804,27.9158032682096
"421","all_cases",17,21,2147.32181542021,31.6124313106109
"422","all_cases",17,22,1332.92731465309,19.6230825179141
"423","all_cases",17,23,811.225106513015,11.9426896205901
"424","all_cases",17,24,551.209000769381,8.11478584601563
"425","all_cases",17,25,621.110951839295,7.96324167633211
"426","all_cases",18,1,37.4756366412127,66.2055236131309
"427","all_cases",18,2,44.3428099655131,78.3372669649557
"428","all_cases",18,3,47.0289918891723,83.0827522112398
"429","all_cases",18,4,48.5882763148267,85.8374283452464
"430","all_cases",18,5,49.2652459414567,87.0333821066278
"431","all_cases",18,6,49.0284625648135,86.6150738712366
"432","all_cases",18,7,47.9395701312896,84.691405584824
"433","all_cases",18,8,46.2030644511305,81.6236453513479
"434","all_cases",18,9,44.114195817867,77.9333907214328
"435","all_cases",18,10,41.9716835426786,74.1483677107651
"436","all_cases",18,11,40.0037600020479,70.6717781150921
"437","all_cases",18,12,38.3342295166198,67.7223381620347
"438","all_cases",18,13,871.462609021159,128.294937766727
"439","all_cases",18,14,623.39112484663,91.7743627077253
"440","all_cases",18,15,498.374094443217,73.3696119251274
"441","all_cases",18,16,418.550992710041,61.6182186201322
"442","all_cases",18,17,3469.9940217403,102.169080454324
"443","all_cases",18,18,2875.54975646088,84.666507370787
"444","all_cases",18,19,2396.40659627928,35.2794063624548
"445","all_cases",18,20,2373.32838717547,34.9396537018023
"446","all_cases",18,21,2691.55534904883,39.6245257601795
"447","all_cases",18,22,1658.44362607997,24.4152668852359
"448","all_cases",18,23,1004.38603097691,14.7863651296168
"449","all_cases",18,24,681.294676514207,10.0298804813174
"450","all_cases",18,25,767.6895840446,9.84252116638215
"451","all_cases",19,1,48.6173740961164,85.8888333117506
"452","all_cases",19,2,57.339075927846,101.296839374342
"453","all_cases",19,3,60.7532295986918,107.328380176118
"454","all_cases",19,4,62.7974003474725,110.939670254346
"455","all_cases",19,5,63.7828098763085,112.680522703486
"456","all_cases",19,6,63.6502921120112,112.446413058937
"457","all_cases",19,7,62.4391258009853,110.306732269208
"458","all_cases",19,8,60.3649193174712,106.642380209295
"459","all_cases",19,9,57.7728916496423,102.063230544373
"460","all_cases",19,10,55.0371093716514,97.2301199039861
"461","all_cases",19,11,52.4638491720995,92.6841253813258
"462","all_cases",19,12,50.2377060098826,88.7513576713764
"463","all_cases",19,13,1145.02910383224,168.56883599659
"464","all_cases",19,14,820.153933377199,120.741379782147
"465","all_cases",19,15,654.811606946403,96.4000216331481
"466","all_cases",19,16,548.754191409751,80.7864664615063
"467","all_cases",19,17,4557.59919971576,134.192081138164
"468","all_cases",19,18,3762.66449356782,110.7863497624
"469","all_cases",19,19,3100.73270647088,45.6483508861914
"470","all_cases",19,20,3074.93842824277,45.2686128130078
"471","all_cases",19,21,3491.91181391674,51.4072094678327
"472","all_cases",19,22,2136.89972899703,31.4589994920544
"473","all_cases",19,23,1288.1346450495,18.9636540238273
"474","all_cases",19,24,872.327463506912,12.8422259870141
"475","all_cases",19,25,982.934499376805,12.602168658213
"476","all_cases",20,1,65.2610068334915,115.291947413641
"477","all_cases",20,2,76.7196243516298,135.535066428107
"478","all_cases",20,3,81.2014783647578,143.452836966271
"479","all_cases",20,4,83.958290547082,148.323099632686
"480","all_cases",20,5,85.4025716784114,150.874607682027
"481","all_cases",20,6,85.4376751968825,150.936622554337
"482","all_cases",20,7,84.0703611861124,148.521086805251
"483","all_cases",20,8,81.5281031028511,144.029861501371
"484","all_cases",20,9,78.2218468419212,138.188935327129
"485","all_cases",20,10,74.6292990573796,131.842238419538
"486","all_cases",20,11,71.1680909674787,125.727569945197
"487","all_cases",20,12,68.1133149609517,120.330915927836
"488","all_cases",20,13,1554.88532580028,228.907028302693
"489","all_cases",20,14,1115.28642957744,164.190180500606
"490","all_cases",20,15,889.48085735811,130.947547328084
"491","all_cases",20,16,743.980481396925,109.527280427657
"492","all_cases",20,17,6184.99745633239,182.108527786133
"493","all_cases",20,18,5089.39624789502,149.850095261644
"494","all_cases",20,19,4152.7809547311,61.1363894022376
"495","all_cases",20,20,4122.92150618166,60.6968047254262
"496","all_cases",20,21,4687.62980151603,69.0103244170689
"497","all_cases",20,22,2850.71366362736,41.9676218210472
"498","all_cases",20,23,1710.90443616385,25.1875841705939
"499","all_cases",20,24,1156.78680725693,17.0299780977517
"500","all_cases",20,25,1303.43515231958,16.7112962613372
"501","all_cases",21,1,90.5713119134946,160.005850920404
"502","all_cases",21,2,106.132401942091,187.496514339883
"503","all_cases",21,3,112.204689042178,198.223989121418
"504","all_cases",21,4,116.029041088165,204.980198018134
"505","all_cases",21,5,118.173416808831,208.768513044486
"506","all_cases",21,6,118.488316295637,209.324823417784
"507","all_cases",21,7,116.930536398918,206.572805227308
